Id	Score	Text
3593	5	I take 5 a day and will update when my bloodwork is done again.  I am hoping for the best!  The taste is better than I thought it would be.
3594	5	In a word: amazing. Imagine chocolate without toxic sugar and gas- inducing malitol. They're high in fiber and great in taste; ChocoPerfection is the way to go if you're on a diet and want to indulge now and then. I believe the woman who makes these delicious treats initially came up with these chocolates as a way to lose weight. Whatever the reason, way to go!<br /><br />I highly recommend them.<br /><br />By the way, if you find the price a bit too high, remember that they are sweetened with erythritol which will command a higher price since that particular sweetener is pricey.
3595	5	I've always been skeptical of drinks like this. Especially energy drinks. They have too much sugar and make you jittery. There's just something about this drink that tastes like vitamins. I personally like the taste of vitamins mixed with this slightly carbonated, strawberry/fruit type of flavor. Most importantly though, every time I've had one of these, I manage to really be able to concentrate on my work. I work from home so it is hard to focus thanks to distractions. But this stuff really helps me zone in and generally makes me feel good. Like it is supplying my body with necessary nutrients. Only 35 calories too. Can't beat that. Definitely going to need to buy a case of this stuff. It definitely seems to help my brain function. I'm seriously not joking. This stuff is great.
3596	5	Wheatena is a comfort food for me.  My father used to make it for us kids when I was little on cold wintry mornings before school.  He did the same for my children when he became a granddad.  Now that he is deceased, a warm bowl of Wheatena takes us all back to those happy mornings.  My local store carried it for a long time.  But suddenly it was discontinued.  Life was a little sadder.  Thank goodness for Amazon!  I went online, ordered a four pack and we went through two boxes almost immediately eating a warm filling bowl every morning.  Now that we are satiated, we will do through the last two boxes at a more reasonable pace.  Thank you Amazon and the makers of Wheatena for being around for me and my family for over 50 years.
3597	5	We (I work at a small grocery store) ordered this item at the suggestion of a customer.  When I got around to trying one, WOW!  The drink is sweet, but not overly so, and quite ginger-y.  I love the taste of ginger.  As far as the kick goes, I think it's perfect.  Enough to get you going, but not so much that you won't be able to sleep.<br /><br />I have Raynaud's Syndrome.  Basically, my hands are always cold.  When they become very cold, they hurt pretty badly and turn blue.  Temperature and stress are the main bullies to trigger these attacks.  Caffeine is not good for me either, as it constricts your blood vessels.  For some reason, I can drink this stuff without any bad side effects.  This fact and the taste are why I continue to drink Reed's Energy Elixir.
3598	3	I liked the Banana Rum Cake but not as well as the original flavor. It is very moist as described and keeps moisture as long as it last (does keep well).
3599	5	I like how mild this is.  It works and is much less expensive than most products that work.  I wash my face, apply this for five minutes and it leaves my face so soft and clean.  After removing, I then put <a href= http://www.amazon.com/gp/product/B000V0YL4U >Swisa Beauty Anti-Aging Cream, 1.01 -Ounce</a> on my face.  My face is soft and smooth and my skin looks younger.
3600	5	I have three dogs and they all are so adorable carrying these around and they chew for hours!!!!!  love it
3601	5	We have two cats.  One is a large black Bombay 4 years old.  The other a Teal Tabby 2 years old.  We love our kitties.  They are our family.  We tried every cat treat we could find and many large animal supply (and small) chain stores and neither Chester or Pumpkin would have anything to do with them except turn up their nose and walk away.  Then we came on  Temptations .  Now, unfortunately, they whine for them all day.  But, loving parents as we are, they usually get them.  An inexpensive and tasty treat.  They get the best food, and now thanks to  Temptation  the best treats.  All they need to get now is a JOB!
3602	5	my greyhound loves these chews and they have helped with the teeth cleaning process. good product
3603	4	I purchased this mustard because someone I know said that she had this and it was delicious.<br />I have to say that it certainly is delicious.  There is a sharp, spicy bite to it and it is very interesting<br />for a regular sandwich, elevating it to gourmet.
3604	5	After losing so much breast milk while using the Lansinoh brand bags, someone turned me on to this brand. I'd never heard of them before, but am so, so glad I did. They are wonderful, they hold large amounts of milk very well, are sturdy and thick and so far, I've never had a problem with them leaking. I'm so happy I found these, I'll never buy another Lansinoh bag again.
3605	4	My dog is blind and there are very few toys that interest him--okay, the ONLY toys that interest him involve food.  He is about 25 pounds and I got him the medium size Bouncy Bone and the Bristle Bone.  He packs them around the house.  The only reason I gave the gnawhide refills 4 stars instead of five is because they're kind of expensive.
3606	3	 SweetLeaf Liquid Stevia Flavors Tin   indicates to me that the flavor containers would have a storage tin, however they come with only a cardboard container.  The individal flavor containers are plastic bottles.  For the price, I expected a tin storage continer for ease of carrying the flavor containers in my purse. The flavors taste great, but the description of what is being sold is extremely disappointing.
3607	1	The new formulation tastes horrible.  I would be interested to see a chart of their sales before and after implementation because their responses to the long time consumers is that  product testers  like the new formulation.  I would like to know if the  product testers  are buying the product because from these reviews the  long time consumers ...like myself...are not.  I have two boxes at home that i would not feed to my dog.  you suppose it would make a good facial...no it smells terrible also.  maybe wallpaper paste.
3608	1	I was looking for a brewers yeast that I could add to my protein drink so as to be able to get the amazing health benefits of brewers yeast also.  This yeast, while I am sure is quite healthy and a huge health benefit, tastes horrible.<br /><br />The taste so changes the taste of the protein drink, that I found that I actually skipped drinking my protein drink rather than have to endure the taste of it with this brewers yeast.<br /><br />Epic Fail.  Now on to try to find a brewers yeast that doesnt make me shudder.
3609	5	I was concerned about the effect  regular  dog food was having on our dogs. We have one puppy and one senior, so both are in crucial stages. The puppy had bad dandruff and dull, course hair while the senior had various issues throughout his life including seizures and IBD. I decided to try a home cooked diet for them but after the pup developed an allergy I was scared to try anything else on my own. We decided to try Wellness after some research on the natural brands (not to mention a taste test with samples from Pet People).<br /><br />This food has done WONDERS. The pup no longer has dandruff and his coat is shiny and silky. His energy level is also through the roof. Our older dog has always been a veeery picky eater, sometimes going a couple days in between meals if it wasn't appetizing enough for him, but he loves the Wellness food and even eats it dry! No canned mix-ins necessary! Since he started eating it we haven't seen any IBD symptoms and he's acting a lot younger.<br /><br />I wholeheartedly recommend this food, or at least another brand of natural food. I encourage you to compare the ingredients in Wellness to regular food as even   high-end  grocer brands (like Science Diet) contain the same junk as the generic ones!
3610	5	I totally love this product and use it in place of sugar or honey or syrup on cereals, waffles, and desserts.  I like it above Stevia which sometimes can leave a bitter taste. Coconut Secret remains sweet. It was created for diabetic use, having  a low glycemic index.  It's actually made from the flowers of the tree rather than the coconuts themselves - just a great and tasty product.
3611	5	I loved the taste of this...and is my favourite so far. I liked the other vareities of Nong Shim noodles like Ansungtangmyun, hearty beef rice noodle soup, but black shin ramyun is the best.
3612	5	These Stewarts Liver treats are the love of my wirehaired dachshund's life.  Nothing else comes close.<br />I have bought them from several sources and sometimes they are crushed but those fom Amazon arrive in fine condition and ready for munching.
3613	5	I like to think I'am a hot aficionado. I've been in hot chili pepper eating contests and I'am constantly checking out different peppers & hot sauces. So, when I came across Taco Bell's Jalapeno Sauce, I picked it right up.<br /> I originally tried it on a taco and the 'hot tang' was 'just right' to suit my taste. Now, I mix it with other sauces & creams to taste. I use it on my hamburgers as well. I mix a little with my French Onion Dip also. In short, when something requires a little extra in the 'hot' sense, I mix it or apply it straight, according to taste.<br /><br /> In conclusion, If your also one of  The Some Like It Hot Crowd  ...check it out.
3614	4	I used Filet Migon instead of ground beef.  This is a great product and I got rave reviews from everyone that ate.
3615	5	This little known product has such great versatility . it will flavor and season rice , or try it with a little coconut milk to make a sauce for your rice or noodles .
3616	5	I had tried the FRS products (concentrate liquid, chewy snacks and powder supplement that you mix with water) on a free trial from the mfr.  Although I did not sign up for the automatic ship program, I knew this supplement was working because I had more energy to get through the demands of the day than I have had in months.  I continue to take the FRS daily and would recommend it highly to anyone who has depleted energy or just wants to destroy as many of the free radicals in their system as possible.
3617	5	Amazing and yummy, no vegan or veggie-head should go without! Even meat-lovers will enjoy!The Thai Peanut flavor makes it a good protein source to add to things like soup.
3618	5	My mother's dog (a black German Shepherd mix) will go through a  normal  sized rawhide chew in one night.  So I got him this one.  Weeks later one knuckle is still left and well chewed.  So I think this is good value for the money.  Warning, it IS very large.  Give it to a Chihuahua and have your camcorder ready so you can post to YouTube. LOL
3619	4	It is very difficult for me to purchase  exotic  products for cooking where I live.  Definitely appreciate being able to buy coconut milk in bulk and not have to pay for the shipping like you might have to on other websites.  Thanks!
3620	5	This was reasonable priced and I love it. I use it all the time for my kcups and love how it spends around. Good product.
3621	5	Some may not like the taste of real Cinnamon is what I hear.But this is the best I have found and I like it.
3622	5	I am a jerk lover and I had never tried these. Boy, what I have been missing.  These have so much flavor and the pepper.  Hands down best slices ever.
3623	5	This is a brand-new pasta variety from Tinkyada, and it's wonderful!  We have pasta, always Tinkyada, at least once a week, so I have the cooking method down, and it's dependably al dente.  This pasta is much whiter in color than their brown-rice pastas, a little too white to look like glutenous pastas (which may be good).  As for the taste and all-important texture...A+!  My hubby was very complimentary and he and the kids ate evey scrap of the spaghetti.  Tinkyada is very good with gluten-free pastas, and this one is their best yet.  One thing I will say is that you REALLY need to rinse this pasta before serving, because it does make the water it's cooked in very gluey and sticky.  I don't usually rinse the other Tinkyada pastas, but I know some people rinse all of them.
3624	5	I have been drinking coffee for a long time. Years ago, I tried pretty much all the instant coffee brands available in the main stream stores. I didn't care for any of them. My husband is a serious coffee lover and would buy a variety of organic coffees: he would grind the beans in the morning, smell their rich aroma and make himself a cup of coffee. I tried all the brands he bought and was always dissatisfied with the slight bitterness that always lingered. He tried to reduce the amount of beans per cup all the way down to 11 grams. And still, I could taste that slight bitterness that I didn't care for.<br /><br />Eventually, I stopped drinking coffee altogether and switched to non caffeinated coffee substitutes made of roasted barley and chicory.<br /><br />Then we went on vacation this summer and my husband bought a jar of Mount Hagen Instant Coffee for convenience in a health food store. It was nothing short of a revelation. It was smooth, tasty and had none of the bitterness I have come to associate with coffee. I drink mine with raw milk and a little sugar and absolutely love it. It also dissolves easily in cold water if you like ice coffee. It is extremely convenient when travelling. As it is, my husband and I like it so much that he has decided to stop buying any other kind of coffee.<br /><br />I seriously doubt you can make 60 cups out of one jar and at $11.99/jar in the health food stores, it is quite pricey.  However, at $8.25/jar at Amazon if you buy the pack of 6, it is more than affordable if you value your coffee. And of course, it is organic coffee and it is the only brand of organic instant coffee available in the U.S. This brand also comes in a decaffeinated variety.
3625	4	I didn't personally taste this, but my son did and he likes it so that's a winner for me!  I like that it's organic and I also like the container, easy to throw into a diaper bag.
3626	5	I LOVE this product.  If you've never had roasted root veggies sprinkled with sweet onion cane sugar, you have truly never lived.
3627	5	I can find nothing negative about these chips.  They're completely non-greasy and no-mess, so they can be eaten while you're busy doing other things.  They're fresh and high quality.  They taste fantastic.  I'd describe them as vegetable-flavored chips - the crispy crunch of a chip with the clear yet subtle flavors of veggies.
3628	5	These dulse flakes add a  taste of Maine  to Japanese miso. To make a wonderful miso broth, boil water.  Put a very generously rounded teaspoon of Roland white miso into a mug or cup and two teaspoons or so of dulse.  Pour the boiling water into your cup or mug, whisk the ingredients together and enjoy! To make an even more authentic miso soup, add small cubes of tofu and the chopped green ends of scallions (and a little of the white part if you want).<br />This makes a wonderful soup and a tablespoon of dulse contains 330% of the DV  of iodine.  This is a good thing, since popular sea salt often contains no iodine - a necessary nutrient for thyroid health.
3629	5	I wanted a plain wholesome, but fast oatmeal and this is it! I have it every morning and you can mix it with whatever you want. The plus side is there are no added sugars like most instant oatmeals.
3630	5	These cookies are great, however the sellers here on Amazon are thieves. The cookies are less than $4 per package and these pirates have the nerve to ask $7 or more. No way in hell.
3631	3	I love good coffee with rich flavor that doesn't hint of burnt beans. This coffee delivered in that it had an OK flavor without tasting burnt but a felt it was a little more acidic then I prefer. It wasn't a super smooth coffee but it wasn't bad for a quick cup. I don't think I'll be getting this again as I do prefer to grind my own beans but it was a nice change.
3632	5	I am one of those people that LOVES organization, so it goes without saying that I appreciate the design of this storage tray. Now my K-cups have gone from boxes in a drawer to organized rows of specialty brews right at my fingertips. As I'm sure most people do, I have placed my brewer on top of this tray.  The tray is of good quality, with solid construction.  The selection tray slides in and out with ease. Very pleased with this purchase!
3633	5	Very good deal for 3 12-ounce bags of Starbucks Breakfast Blend coffee. Delivered promptly and free. Couldn't ask for more!
3634	4	<a href= http://www.amazon.com/gp/product/B001LGGH40 >The Switch Kiwi Berry, 8.3 Ounce Cans (Pack of 24)</a><br /><br />The Switch Kiwi Berry is a nice beverage alternate to soda, however, it packs a whopping 33 grams of natural sugar in its 8.3 oz. single-serving can.  I found the taste refreshing and not too sweet, but I am not a regular consumer of carbonated beverages.<br /><br />While this would be a fine alternative to sugar-added, preservative-laden beverages, it contains a high degree of carbs.  Also, the first and second ingredients are not kiwi or berry juice but apple and grape juice concentrates.  If you're watching calories, the 135 in this small can might be better spent on real food.
3635	5	My mother gave me one of those old-time, stand up popcorn makers like you see at carnivals or theaters. Even though we enjoyed it, the popcorn never approached the taste of theaters. That is, until I found this stuff.<br /><br />I came across them in an online recommendation and bought a case. We've never looked back. The stuff is delicious and it makes eating popcorn while watching a movie just like going to the theater.
3636	3	This is the second (and last) time in a few years that I buy Pim's Orange from Amazon. Like the first time, I was disappointed, not because of the cookie itself, which is normally delicious--as a French person, I am very familiar with PIM'S cookies and know what they should taste and look like--, but because of the improper manner in which the packages are stored and handled along the way (I cannot figure out at which end). Obviously, the packages go from cold to hot temperatures (or vice versa), possibly multiple times, which is the worst thing that can happen to cookies incorporating chocolate and filling: this alters their appearance and consistency--chocolate surface becomes discolored and collapses due to melting before regaining some firmness, and the cookie part and filling become too soft. The taste is not affected too badly, but you cannot serve them to guests, because of the cookies' miserable appearence.  In order to save them anyway for my own consumption, I wrap the individual packs in a bath towel and store them in the vegetable compartment of my refrigerator. That helps regain some firmness in the cookies, but of course the chocolate surface remains discolored. So my advice is:  buy individual packs at your grocery store if they carry PIM'S, because the cookies are normally delicious, but do not buy them from Amazon.  It's too bad that Amazon has done nothing so far to correct this storage problem. I buy a lot of stuff from Amazon, to my satisfaction 99 p.100 of the time, including LU  Petit Beurre  cookies (these are rarely available in US grocery stores). Since they include no chocolate or filling, the shipments are usually in perfect condition.  I give PIM,S Orange three stars because the product is excellent under normal conditions, and the problem is not caused by the manufacturer.
3637	1	I bought this cat food because of the wonderful low price and I enjoy they catchy jingle from the commercials. My cats did eat this food, but after reading the ingredients I completely regret purchasing it and feel just awful for feeding it to my cats. The first three ingredients are (which indicates the most prevalent ingredients) are chicken by-product meal, corn gluten meal, and ground yellow corn. How disgusting is that?! The main ingredient is a corn filler. Basically, corn is just a filler and causes pets to actually eat more to feel full, poop out more (more for us to clean in the litter box), and retain less nutrients. Most inexpensive low-quality foods have lots of these fillers and cheap ingredients with little to no nutritional value. The only meat in Meow Mix at all is a by-product, its not even a real meat! By-products are the stuff leftover once all the actual meat is harvested. We're talking beaks, chicken feet, eyeballs, even chicken poop! I would not recommend this product to anyone, for any reason, ever. It is an absolutely awful cat food. I suppose you get what you pay for. I recommend to stay far away from Meow Mix, as it is simply a very low quality food. Even though the price is quite inexpensive, your cat will actually eat more than if you paid for a better quality food, because they will never feel full. Cats need to eat meat, and there just isn't real meat in this food. High-quality foods tend to be more nutritionally dense, meaning you will be feeding a much smaller amount for the same number of calories. If you do the math to figure out the cost for the number of calories you need to feed your pet, many premium foods are CHEAPER than the awful crap you're buying at the grocery store. When purchasing a cat (or dog) food, the most important thing to consider is the first 3 ingredients; just make sure those first three are decent ingredients that you would eat yourself- provided that you eat a typical (non vegetarian or other restricted) diet. Now that I know what to look for, I usually buy my pets all natural foods such as Blue Buffalo, Halo, Wellness or Natural Balance. All of those brands contain real, whole meats that I myself would eat, with no added fillers or corn.
3638	5	they're pronounced like  persnickety  minus the  per . Now, that that's out of the way, these little puffy airy balls are just plain cheesy goodness!! A 4.5oz bag is 4 servings. Ya' know how you feel so guilty when you read labels and then proceed to have just a little more than a serving of something that may not be really all that good for you?? Well, not too worry with these little puff balls. The Nutrition Facts don't read like a death sentence. It's so nice when something good for you tastes like those foods we use to love, but just can't bring ourselves to put in our mouths anymore. Yesterday, I also sampled the Baked Fries, Classic Ketchup (I don't eat ketchup with my fries)and, darned if I didn't come home with a bag. Although my kids are grown, I think these would be a great snack for the little ones.....
3639	1	ProFlowers sent the flowers to ME, the buyer.  Both are saying it's the other persons fault.  Now I am left finding last minute flowers for Mother's Day.  Horrible.
3640	5	Find a baker friend and give some away.  There is a lot here!  The seeds come in mylar bags and are incredibly fresh.  I never realized that store bought was relatively stale.  Highly recommended.
3641	4	I originally bought these chips because I'd heard great things about the company and their customer service, but I was a bit underwhelmed with the taste of the product.<br /><br />Pro:<br />- lower-calorie, baked-not-fried: this is definitely a huge plus!<br /><br />Con:<br />- I was expecting something more potato-ey. Instead of being made with potato bits or mashed-up potatoes,  it's mainly potato flour and starch. Therefore, the potato flavor is lackluster to non-existent. They're more of a delivery method for the flavoring than a tribute to the great potato.<br />- The salt and vinegar flavor wasn't as strong as I'd hoped, especially since more salt and vinegar wouldn't really increase the calorie count very much. Also, because the underlying  chip  was kind of bland, more flavor would have been beneficial.<br /><br />Overall - a great snack alternative to chips. I would recommend it for anyone who loves snacks with the texture of cheetos and those puffy rice crackers. If you're looking for something with potato flavor as well as salt and vinegar, you might want to look elsewhere.
3642	5	My kitteh Ray Hubbard was a portly tuxedo, with a bit too much gravitas for his own good. Increasing his exercise and switching to Purina One Smartblend Cat Food Chicken/Rice has helped Ray regain his youthful contour, and he is now a fitter, healthier cat! Three purrs and four 'Paws Up' for Purina Chicken and Rice!
3643	5	I found this coffee to be absolutely divine! it has great taste and flavor. I absolutely loved it. Enjoy it.
3644	5	These things are unbelievably good and satisfy so many cravings all at once.<br /><br />First - they are crunchy, so if you have a need for a snack with crunch, this is perfect.<br /><br />Second - the are both sweet AND a little bit salty.  Just enough salt to add a slight tang to the flavor.<br /><br />The texture is great, and the 2-ounce bag is the perfect size ... for yourself.  You won't want to share.
3645	3	I got it today and tasted it right away. I just mixed up a heaping teaspoon with some hot water left over from making tea. It mixed up very quickly & easily. The taste was a little more bland than the regular jar brand to which I am accustomed. I let my Mom taste it and she agreed it's not bad, and she eats a lot more PB than I do. I think it needs jelly or honey :) If you want to know who LOVED it I will tell you - my dog - she licked that little bowl clean.
3646	1	The company did do a refund for the tea. It looks the same as the box that comes from London. However, it is produced in India and has a very strong, almost bitter taste.
3647	5	Super yummy! Really hits the spot when I want a chocolatey snack that won't break the calorie bank.
3648	5	Don't know if they are fattening or not, but they are so yummy.  Even though they have reduced the size of their package for the same amount of money (the old one less olive), they are still worth every dime.
3649	4	We like the chocolate drink.  Not too sweet, just about right.  We also like to add soy milk or coconut milk with it.  Good drink once in a while.  We like it.
3650	5	I'm always tempted when I pass by a grocery store olive bar, but then I wonder how long those olives have been sitting there. When I saw these I thought I'd give them a try. I absolutely love these! Fresh and firm olives in the perfect size pouch. Kalamata olives should be consumed within a few days, so these pouches make more sense than big jars. Tuck a bag in a suitcase or purse for a great snack. I'll be buying them again, they are high quality olives
3651	5	I suppose what makes a cat a cat is that it is finicky. That said, my cat loves these treats. I have read reviews where an owner states their cat hates them. I would suggest that you buy one can at a local store first before you buy a case and see your own pet's reaction. The   Subscribe and Save  option makes this even more of a deal as just when I am running out, another shipment arrives. My cat greets me at the door and expects a couple of these every day!
3652	1	This is just too sweet for me.  Cloying.  It's OK if you dilute it about half and half with plain seltzer.  And an 8.3 ounce can of this has as many calories as a twelve ounce Coke!  I don't buy the line that sweetness from juice is healthier than sweetness from high fructose corn syrup.  As far as my digestion is concerned, one sugar molecule is like another.  The can even boasts that the drink is gluten free!  Oh no - I guess that means it isn't whole grain. :-)<br /><br />I won't be buying this stuff.
3653	4	My household has now eaten a jar of Planters creamy peanut butter and deemed it to be slightly lighter/smoother (i.e. a less-dense paste) and slightly more peanut-y than our current favorite, Jif. When it came time to open a new jar, we chose another jar of Planters.<br /><br />The ingredients (including hydrogenated oils) and Nutrition Facts for Planters are similar to Jif. The Planters package is a bit smaller (16.3-oz vs. Jif's 18-oz) so watch the price. Also watch the expiration date -- mine arrived in September with a best-by date of November. The bottom line is it's a  me too  product alongside numerous others on the grocery-store shelf.
3654	1	Please do your research on pet foods and what is actually good for your cats.  Hills science diet is a horrible food filled with horrible ingredients.  They charge an outrageous price because it's the #1 vet recommended food.  This is a joke and the only reason why it's rated #1 buy vets is because Hills gives money to soon to be vets to help them go through school.  Then they sell the cat food to them cheap so they can jack up the price and make a nice profit off of your marketing foolishness.  Read the back of the labels of Hills brand and you will see that most of the top ingredients are grains or cheap meat by products which are the feathers, bones, unwanted organs from animals, basically all of the stuff we wouldn't eat.  Please try another brand like orijen or evo.  your cat will thank you.
3655	5	I bought a cotton candy machine, but it didn't come with any floss sugar.<br />I tried using regular sugar and it was okay, but I really wanted some good colors and flavors. I bought this product and I am very satisfied with the amount of sugar and the diversity of flavors (it should last me awhile). I can't wait to make all sorts of crazy combos! :)
3656	1	If they were not on sale, I wouldn't have bought them, having tried other brands of  guac-a-mole  flavored tortilla chips.  I'm glad I didn't pay full price.  The taste is hard to describe - somewhere between gasoline and garbage, neither of which I've ever actually ingested, but which these chips brought to mind by taste and smell.  How do people eat and enjoy this crud?  The only explanation I arrive at is they've never savored the exquisitely smooth and sprightly taste of true guacamole made with ripe avocados and fresh cilantro.<br />I had to give this product one star because Amazon said so.  I guess that star could go for the unbelievably corny (no pun intended)  new look, same great taste  icon on the upper-left corner of the bag.  Its such a quaint reminder of the inane, inconsequential marketing style of the  Mad-Men  era I grew up in.
3657	1	I will admit that I like strong flavorful but not burnt tasting coffee. I give four stars to the Tully House Blend, but this Breakfast Blend is quite weak.<br />After ordering fifty of them, my husband and I in desperation have been trying to use them up by putting a kcup on espresso setting and using 2-3 kcups on Expresso  as needed to fill up our coffee cup. I'm sure it's a  fine Kcup if you like weak coffee, but...
3658	5	If you don't like BROWN RICE but want to add more fiber to your side dish of rice, this is the one. This rice mix is savory, fragrant and cooks up lightly cruncy and tender. It is utterly delicious. It makes a great pilaf and is good just plain. We even eat it for breakfast with a bit of honey and butter. And when you finish off the rice, you have a nice container for nuts or other dry ingredients for the pantry. This is a terrific blend of rice.
3659	4	I feel like I've tried every hot cocoa there is in the k-cups.  While I do think this is the best hot cocoa so far, it still isn't great.  I'm not sure what it is, but all of the cocoa k-cups seem to have a weird taste to them.  It's almost like there is artificial sweetener in them,, but I know there is not.<br />I set it on the smallest cup setting for cocoa.  This has more body to it than others.<br />I'm still waiting and hoping that Dunkin' Donuts will put out their hot cocoa in a k-cup.  There really is nothing better than that.<br />If you want a k-cup hot cocoa, I would def. recommend this over all the others.
3660	5	I've been suspecting that my dog has grain allergies so we decided to try better foods out there as she's been switching every few months. She is on Ziwipeak freeze dried food but after she was ill last year, she became accustomed to wet food so we've been finding her different canned foods to use as toppers. Fromm is decent but after a bad batch of over 15 cans and noticing that our puppy was drinking excessive amounts of water, we wanted to find alternatives to Fromm and Ziwipeak canned because she gets bored easily. After trying Taste of the Wild, Merrick, Great Life, Wellness, etc, she was ecstatic when we let her sample Addiction. She loves it! There's different flavors to choose from (all of which are grain-free!) and the consistency is a little softer than pate and it actually doesn't smell awful like most canned dog foods out there.<br /><br />She's tried the Venison Stew and Turkey with Cranberries and Apples and loves both. We're going to see how she likes the other flavors available.
3661	5	I am so thankful that Amazon has these wonderful almonds! Our WalMarts used to carry them and made a big mistake discontinuing them. There are six people in my office alone that LOVE these Jalapeno almonds and we have looked everywhere for them! I hope we will always be able to find them here!<a href= http://www.amazon.com/gp/product/B001EQ4QJK >Blue Diamond Almonds, Bold Jalapeno Smokehouse, 6-Ounce Can (Pack of 6)</a>
3662	4	I try not to buy a lot of bottled water.  It's expensive, and I don't like the extra plastic it creates even though I  always try to find a recycling bin for my empties.  However, there are those days where I forget my water bottle or want more to drink than I carried with me.  For those few days, I'd choose Essentia drinking water as often as I choose spring water even though Essentia comes from municipal sources.  Essentia's silky texture is very cool.  It reminds me of the lake and creek water we drink when out and about in rural Alaska (NOTE: you should NOT drink lake and creek water without verifying its safety).  I chose to try out Essentia since I was curious about the whole 9.5 pH thing.  I don't feel any difference in consuming this pH of water, but did find it nice to drink as water.<br /><br />In short, I can't say I'll be a regular consumer of Essentia since I'm not a regular consumer of bottled water.  But on the few days that I am, this is a choice I'd make.
3663	5	We ordered this for my Father-In-Law for Christmas. He is ill and can't leave the house. The order arrives on time every month and is in perfect condition. This is the only cereal that he will eat and it makes us feel good to know that he will have it even when we aren't able to go shopping for him. Thank you.
3664	5	I have enjoyed a low carb lifestyle for a couple of years now, with great success. I have tried a number of low carb products and Bobs Red Mill is on top of my list! The pancakes and muffins I make taste great!! You can make a complete low carb breakfast!!  The Amazon price is a bargain especially with free shipping.
3665	5	Land O Lakes hot chocolate is the best hot chocolate ever and all<br />you do is add water.  It's rich and makes a large mug.
3666	4	The source of protein in Hemp seeds is much easier to ingest than  whey.  The flavor is very good, rather nut like and is very good on whole grain cereals.  I've cut down on red meat and use the hemp seed product to keep a handle on the protein that my body is asking for.  I'm 61 years old and am an active outdoors person.  I do not take junky supplements of any kind in tablet or capsule form.  This source of protein is natural and delicious.
3667	5	We purchased this product based on a recommendation from our Vet. Our young dog really enjoys these as a treat. They are relatively long lasting, and appear very satisfying to our pup.The Amazon price was a great incentive - and we will purchase again when we run short! Good product, good service.
3668	1	This stuff is horrible!!!  I ruined batch after batch of hummus using this... even just the smallest dab of this will ruin everything it comes in contact with.
3669	5	My parents sent me some of these in care package while I was deployed and they are amazing.  So much better than nature vally bars.
3670	5	While in Ireland last summer, I drank Bewley's tea at the B&B in Kilkenny and bought a box at Dunne's to bring home. Those bags ran out long ago, so I ordered some online. Drinking Bewley's is like being back in Eire, walking in the garden smelling the lavender and loam. As soon as you drop the bag in the hot water, it begins to swirl a rich, dark brown, and in only a minute you have a wonderful cup of aromatic, flavorful tea.<br /><br />I've ordered from Bewley's before - hampers last time - and have not been disappointed. I was glad I could order though Amazon [...]. At last, I've found a place where I can order black pudding. If you want a taste of Ireland, get some Bewley's.
3671	5	I like strong coffee and have only bought  bold  flavors since getting my Keurig (the best invention since sliced bread). I must say that this is the strongest one I've found...really like the flavor and boldness. Again, I like strong coffee, but this is the first time that I've bought a k-cup flavor that stands up to a normally brewed cup of coffee -- bravo!
3672	1	though i did not purchase this through amazon, i did get this recently from thw grocery store, and have to admit im really disappointed.  i followed the instructions the first evening EXACTLY as instructed with the included paper, and no results.  the second day, i brewed just a little longer, still no luck, (basing this off some other comments from other users here on amazon) then today i only did 6oz, not 12 as the paper instructs, and even brewed this for 6 minutes.  still nothing.<br /><br />i really wanted this to work for me like it has for others, i had heard good things and was so excited, but still no luck.  i guess im one of those people this doesnt affect. ill keep trying it daily till i run out, but looks like ill have to try something else.<br /><br />as for taste, its not bad. just tastes like tea leaves, not deliciously fantastic, but not nose-pinchingly undrinkable. good luck to anyone else. hope you have more success with this than i did
3673	3	This stuff would be pretty good if it wasn't for the artificial sweetener.  I'm not sure why they insist on putting sucralose into a product labeled as non-diet, especially after touting that it contains real cane sugar.  It does, in fact, contain real sugar.  But the advantage is negated by the unmistakable aftertaste caused by the sucralose.<br /><br />I think they're trying to keep the calorie count down by creating a  half diet  drink.  But I don't like diet drinks.  I've never had one that didn't have some sort of weird taste or aftertaste.  I don't drink a lot of colas either, but I like to treat myself to one every now and then.  So, when I do drink one, I want one with real sugar, no HFCS, and no artificial sweeteners.  I used to seek out Mexican Coke for this, and I was hoping to get a similar product with the Sodastream.<br /><br />I think a lot of people are attracted to the Sodastream by the prospect of getting a purer product.  They're going to be disappointed by the presence of artificial sweeteners in these syrups.  It's not a big deal to me because I mostly use the Sodastream to make plain seltzer, but I'm sure their syrups would sell better if they would get rid of the sucralose.
